Rev	Rev. Start	Perigee	Perig.IJD	Exit.IJD	Entrance.IJD	Exit	Entrance
0033	2003-01-20	02:54:07	1115.1209	1115.1839	1117.9107	27736	59933
0032	2003-01-17	03:08:12	1112.1307	1112.1996	1114.8927	29240	65452
0031	2003-01-14	03:21:29	1109.1399	1109.2049	1111.8892	28369	67997
0030	2003-01-11	03:32:35	1106.1476	1106.2161	1108.9081	29274	66139
0029	2003-01-08	03:42:39	1103.1546	1103.2241	1105.9575	29379	57892
0028	2003-01-05	03:54:40	1100.1630	1100.2346	1102.9500	29968	60975
0027	2003-01-02	04:08:18	1097.1724	1097.2479	1099.9088	30935	70368
0026	2002-12-30	04:22:31	1094.1823	1094.2573	1096.9437	30956	65652
0025	2002-12-27	04:34:52	1091.1909	1091.2525	1093.9417	27468	67854
0024	2002-12-24	04:47:55	1088.1999	1088.2716	1091.0429	30070	48771
0023	2002-12-21	05:00:59	1085.2090	1085.2833	1087.9947	30731	61040
0022	2002-12-18	05:12:39	1082.2171	1082.2961	1085.0363	32046	54317
0021	2002-12-15	05:22:18	1079.2238	1079.2900	1082.0359	28664	56161
0020	2002-12-12	05:32:06	1076.2306	1076.3064	1079.0374	31202	57310
0019	2002-12-09	05:42:22	1073.2378	1073.3142	1075.9839	31263	69191
0018	2002-12-06	05:55:20	1070.2468	1070.3179	1073.0160	29927	64516
0017	2002-12-03	06:08:48	1067.2561	1067.3267	1070.0417	29737	61170
0016	2002-11-30	06:21:10	1064.2647	1064.3413	1067.0411	31383	63247
0015	2002-11-27	06:33:50	1061.2735	1061.3354	1064.0376	27402	65605
0014	2002-11-24	06:47:38	1058.2831	1058.3529	1061.1310	29615	47817
0013	2002-11-21	06:58:21	1055.2905	1055.3487	1058.0607	26412	64699
0012	2002-11-18	07:09:08	1052.2980	1052.3650	1055.1838	28885	39239
0011	2002-11-15	07:18:38	1049.3046	1049.3802	1052.1052	31141	58852
0010	2002-11-12	07:56:19	1046.3308	1046.3815	1049.0913	29458	63058
0009	2002-11-09	07:42:06	1043.3209	1043.4030	nan	32813	nan
0008	2002-11-06	07:56:10	1040.3307	1040.4036	1043.0559	30406	72778
0007	2002-11-03	08:08:59	1037.3396	1037.4044	1040.0799	28214	70227
0006	2002-10-31	08:23:22	1034.3496	1034.4241	1037.1262	31021	63125
0005	2002-10-28	09:44:04	1031.4056	1031.4744	1034.1095	29515	68025
0004	2002-10-25	12:56:49	1028.5395	1028.5832	1031.1931	22615	63956
0003	2002-10-22	18:10:29	1025.7573	1026.0957	nan	91452	nan
0002	2002-10-19	23:59:43	1022.9998	1023.1809	1025.5559	62285	66581
